Department Code,Transfer Payment Program,Programme de paiment de transfer,Start Date,End Date,Type,Type of Appropriation,Fiscal Year for terms and conditions,Description,Expected Results,Fiscal year of last completed evaluation,Decision Following the results of last evaluation,Fiscal year of planned completion of next evaluation,General target recipient groups,Initiative to engage applicants and recipients,
130,Automotive Supplier Innovation,Programme d'innovation pour les fournisseurs du secteur de l'automobile,03/06/2015,31 mars 2020; fusionné au FSI le 5 juillet 2017,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2015-2016,Le Programme d'innovation pour les fournisseurs du secteur de l'automobile (PIFSA) est un programme quinquennal de 100 millions de dollars qui verse des contributions non remboursables à l'appui d'activités de démonstration et de prototypes technologiques des fournisseurs canadiens qui mettent au point des produits et/ou des procédés novateurs dans le secteur de l'automobile.,Les contributions non remboursables versées par le PIFSA doivent encourager les bénéficiaires à mener des activités de R et D sur des technologies novatrices. Le principal résultat de ce programme est le suivant : une capacité accrue de l'industrie canadienne de l'automobile de mettre au point de nouveaux produits et de nouveaux procédés qui mèneront à une meilleure productivité et à de meilleures perspectives d'emploi pour les Canadiens.,Sans objet,Sans objet,2020-2021,"Fournisseurs de pièces automobiles, en particulier les petites et moyennes entreprises (PME)",ISDE entretient des contacts réguliers avec les entreprises (fournisseurs) et les associations industrielles et il participe à des événements et à des conférences de l'industrie.,
130,Canada Small Business Financing Program,Programme de financement des petites entreprises du Canada,1961,Programme permanent,Contribution,Programme statutaire – Loi sur le financement des petites entreprises du Canada,,"Le Programme de financement des petites entreprises du Canada (FPEC) vise à aider les petites et moyennes entreprises (PME) du Canada à obtenir du financement qu'elles n'auraient pu obtenir autrement, ou qui leur aurait été offert à des conditions moins avantageuses. Il s'agit d'un programme de partage des risques avec les institutions financières. Pour y être admissibles, les PME doivent être des entreprises à but lucratif dont le chiffre d'affaires annuel ne dépasse pas 10 millions de dollars. Ce programme permet aux institutions financières d'offrir des prêts à terme pour les biens immobiliers, les améliorations locatives et l'équipement. Lorsqu'un prêt enregistré est en souffrance, le gouvernement paie 85 % des pertes admissibles nettes. Le Programme FPEC est offert dans l'ensemble des provinces et des territoires.","Fournir un accès à du financement à quelque 5 300 petites entreprises
Continuer de faciliter l'accès à un financement par emprunt d'environ 900 millions de dollars
Maintenir les communications avec les établissements financiers pour améliorer la mise en œuvre du programme",2014-2015,Continuation,2019-2020,Établissements de crédit et petites entreprises canadiennes,"Mettre à profit d'autres efforts horizontaux du gouvernement fédéral pour favoriser la participation des petites entreprises, par exemple Réseau Entreprises Canada, et poursuivre la collaboration avec les prêteurs, les chambres de commerce et d'autres intermédiaires pour diffuser l'information.",
130,CANARIE Inc.,CANARIE Inc.,1993,31/03/2020,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2014-2015,"Créé en 1993, CANARIE est une société sans but lucratif dont les programmes et les activités sont principalement financés par le gouvernement du Canada. En plus d'exploiter et de développer le réseau de pointe ultrarapide du Canada, CANARIE facilite et soutient des projets de recherche et d'innovation subventionnés par des fonds publics. En partenariat avec des réseaux de recherche de pointe de chaque province, il relie les établissements de recherche et d'enseignement, les hôpitaux et d'autres établissements scientifiques entre eux et avec des organismes internationaux ayant la même vocation. Il s'agit d'un outil essentiel pour les chercheurs, les innovateurs et les enseignants.","Meilleures possibilités de création du savoir collaboratif et d'innovations dans les milieux canadiens de la recherche et de l'enseignement, par le maintien et le perfectionnement du réseau CANARIE, des outils et des services connexes
Expansion de l'accès des chercheurs et des enseignants au réseau CANARIE, de même qu'aux outils et à la programmation qui rend son utilisation plus efficace
Création de produits et de services de TIC novateurs et accélération de leur commercialisation au Canada",2014-2015,"Le renouvellement du financement de 105 millions de dollars de CANARIE a été annoncé dans le Budget de 2015.
Principales constatations de l'évaluation :

Il y a un besoin continu pour ce qui est du financement de CANARIE. CANARIE contribue à combler les lacunes en innovation au Canada et plus particulièrement, les lacunes importantes en ce qui concerne la collaboration dans le domaine de la recherche de grande envergure.
Le financement de CANARIE est en harmonie avec les rôles et les responsabilités d'ISDE et s'assimile au soutien fourni dans d'autres pays du monde.
D'une façon générale, CANARIE a réussi à atteindre ses objectifs et ses résultats à court terme connexes. Pendant la période d'évaluation, il a élargi et mis à niveau son réseau de capacités, accru et amélioré l'accès au réseau et répondu à la demande du réseau.
CANARIE a déployé des efforts soutenus pour réaliser des gains d'efficacité, a réussi à maintenir les coûts indirects à l'intérieur des limites maximales autorisées en vertu de l'accord de contribution et de façon générale, devrait atteindre ses cibles de recouvrement des coûts.
L'investissement relativement modeste d'ISDE dans CANARIE est efficient, car il fournit l'infrastructure nécessaire pour appuyer les investissements gouvernementaux totaux beaucoup plus importants en R et D.
Dans l'ensemble, les évaluateurs n'ont pas relevé de problème majeur. La seule recommandation est la suivante :

ISDE devrait continuer de surveiller la mise en œuvre du système de mesure du rendement de CANARIE afin de s'assurer que les résultats à long terme sont suivis de manière appropriée, à l'appui de l'établissement de rapports destinés au public, de la prise de décisions ministérielles et d'évaluations ultérieures.",2019-2020,CANARIE est un programme de paiements de transfert à des bénéficiaires uniques.,ISDE entretient un dialogue constant avec CANARIE et examine le Plan directeur et le rapport annuel que l'organisme présente annuellement pour suivre les progrès réalisés vers l'atteinte des résultats attendus et le respect des conditions et des modalités de l'accord de contribution. Un représentant du gouvernement participe aussi aux réunions du conseil d'administration de CANARIE à titre d'observateur.,
130,Centre for Drug Research and Development,Centre de recherche et développement des médicaments,01/04/2017,31/03/2019,Contribution,Crédit annuel au moyen du Budget des dépenses,2017-2018,"Le Centre de recherche et développement des médicaments (CDRD) est un organisme sans but lucratif créé en 2007. Il travaille en partenariat avec les universités, l'industrie, le gouvernement et les fondations pour déterminer les découvertes prometteuses en technologie pharmacologique et en atténuer les risques afin de stimuler plus d'investissements du secteur privé dans le développement et la commercialisation des technologies connexes. Le CDRD crée des liens entre les chercheurs d'établissements de partout au Canada et de l'étranger et donne aux chercheurs et aux entrepreneurs accès à des mentors, à des compétences spécialisées et à des infrastructures d'avant-garde pour faciliter la découverte de médicaments et les activités de développement.","Élargissement de la portée du CDRD aux chercheurs et aux entrepreneurs en santé du Canada afin d'accélérer la mise au point et la commercialisation de médicaments
Augmentation des avantages commerciaux découlant des investissements dans la recherche fondamentale en santé
Création d'un pipeline robuste de technologies en santé susceptibles d'obtenir un succès commercial","Sans objet, nouveau programme","Sans objet, nouveau programme",Sans objet,Le CDRD est un programme de paiements de transfert à des bénéficiaires uniques.,,ISDE entretient un dialogue constant avec le CDRD et examine le Plan directeur et le rapport annuel que ce dernier présente annuellement pour suivre les progrès réalisés vers l'atteinte des résultats attendus et le respect des conditions et des modalités de l'accord de contribution.
130,Community Futures Program,Programme de développement des collectivités,1986,Programme permanent,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2010-2011,"Le Programme de développement des collectivités (PDC) est un programme national administré par ISDE dans le Nord de l'Ontario. Il est offert par l'entremise d'organismes de développement régional ailleurs au Canada. Il a pour but de favoriser la stabilité économique, la croissance et la création d'emplois, de contribuer à la création d'économies rurales locales diversifiées et concurrentielles, et d'aider à bâtir des collectivités viables. ISDE apporte un soutien financier à 24 Sociétés d'aide au développement des collectivités (SADC) situées dans le Nord de l'Ontario. Les SADC sont des organismes de développement communautaire sans but lucratif, constitués en personnes morales, chacun étant dirigé par un conseil d'administration local formé de bénévoles. Elles offrent divers produits et services qui appuient la croissance des petites entreprises et le développement économique des collectivités, notamment l'accès au capital, la planification communautaire stratégique, le développement socioéconomique, le soutien à la réalisation de projets communautaires et d'initiatives spéciales ainsi que des services d'information, de planification et de soutien aux entreprises. Dans le cadre d'accords d'un an, de trois ans ou de cinq ans, ISDE verse des contributions financières à chaque SADC pour appuyer ses activités courantes.","Résultats attendus

Les collectivités et les entreprises du nord de l'Ontario  acquièrent des compétences et la capacité de saisir les occasions de développement économique
Les collectivités et les entreprises du nord de l'Ontario ont accès à des ressources financières pour saisir les occasions de développement économique
Mesures et indicateurs de rendement

Nombre d'emplois créés et conservés dans le nord de l'Ontario grâce aux activités de prêt des SADC
Valeur en dollars des investissements obtenus par dollar investi par les SADC",2014-2015,Continuation,2018-2019,"Organismes sans but lucratif (organismes de développement communautaire dont les SADC locales, réseaux régionaux de SADC et association provinciale)","ISDE continuera de collaborer avec des organismes de développement communautaire, y compris les SADC, leurs réseaux régionaux et leurs associations provinciales, dans le cadre de diverses activités, notamment celles qui ont trait à la sensibilisation et à la liaison, au renforcement des capacités, à l'élaboration de programmes et de politiques, à l'aiguillage, à la surveillance de la conformité par rapport aux accords de contribution et d'autres activités de collaboration.",
130,Regional Growth Through Innovation,Croissance économique régionale par l'innovation,18/10/2018,"CERI — 31 mars 2023
SFE-Fonds pour les femmes en entrepreneuriat — 31 mars 2020
Fonds pour l'écosystème de la SFE — 31 mars 2023","CERI — Subvention et contribution
SFE — Contribution",Affectation de fonds annuellement par l’entremise du budget des dépenses,2018-2019,"L'ISDE, par l'intermédiaire de l'Initiative fédérale de développement économique dans le Nord de l'Ontario (FedNor) et en collaboration avec d'autres agences de développement régional, exécutera l'initiative CERI, qui repose sur les objectifs du Plan pour l'innovation et les compétences. Il vise à fournir un soutien simplifié, coordonné à l'échelle nationale, mais adapté à la région, à la productivité et à l'expansion des entreprises, en particulier les petites et moyennes entreprises (PME), les femmes entrepreneures et d'autres groupes sous-représentés, et à contribuer au renforcement des grappes industrielles et technologiques régionales et des écosystèmes régionaux d'innovation.

Le programme fournira de l'aide par l'entremise de deux nouveaux volets :

Expansion des entreprises et productivité (EEP) : investir dans les entreprises, y compris les sociétés à forte croissance, et les appuyer aux diverses étapes de leur développement, en vue d'accélérer leur croissance, de les aider à prendre de l'expansion et d'améliorer leur productivité et leur compétitivité, tant sur les marchés intérieurs que mondiaux.
Écosystèmes d'innovation régionaux (EIR) : mettre en place des écosystèmes régionaux inclusifs qui répondent aux besoins des entreprises et favorisent un contexte entrepreneurial propice à l'innovation, à la croissance et à la compétitivité, les faire grandir et les entretenir.
La SFE fournit des investissements coordonnés à l'échelle nationale, mais adaptés à la région pour aider les femmes entrepreneures et appuyer les écosystèmes régionaux d'innovation par l'entremise de deux volets :

Fonds pour l'écosystème de la SFE : programme quinquennal visant à aider les organismes tiers sans but lucratif à offrir un soutien aux femmes entrepreneures et à combler les lacunes de l'écosystème;
Programme pilote de contributions (Fonds pour les femmes en entrepreneuriat) : programme de deux ans qui investit directement dans des entreprises appartenant à des femmes ou dirigées par des femmes pour les aider à croître et à atteindre de nouveaux marchés.
Les contributions octroyées en vertu du CERI peuvent être inconditionnelles ou remboursables sous condition ou non remboursables. Les contributions octroyées en vertu de la SFE sont uniquement non remboursables.","Les résultats attendus incluent :

Les entreprises adoptent les innovations et commercialisent des produits ou des services novateurs.
Les écosystèmes d'innovation régionaux comptent de plus en plus d'entreprises financées.
SFE : Les femmes entrepreneures lancent des entreprises et les font croître.","Sans objet, nouveau programme",Sans objet,2024-2025,"Les sociétés à but lucratif constituées en personne morale, les organismes à but non lucratif, les associations industrielles, les établissements postsecondaires, les organisations autochtones, les accélérateurs d'entreprises, les incubateurs, les entreprises dirigées par des femmes, les réseaux d'investisseurs providentiels, les entreprises sociales, un groupe de bénéficiaires admissibles, par exemple une association ou un consortium industriel, une municipalité et tous les autres organismes de type municipal, une société d'État/organisation fédérale ou provinciale ou toute autre entité créée par un gouvernement ou un ministère provincial.","FedNor collabore avec ses partenaires et invite les principaux intervenants à participer aux discussions sur le développement économique et l'expansion des entreprises pour s'assurer que les investissements de FedNor répondent aux besoins des PME. Les principaux partenaires et intervenants peuvent comprendre d'autres ordres de gouvernement, des dirigeants communautaires, des institutions financières et des organismes du secteur privé. De plus, l'information sur le programme CERI et sur la SFE est communiquée aux demandeurs et aux bénéficiaires par l'entremise du site Web de FedNor.",
130,Futurpreneur Canada,Futurpreneur Canada,01/04/2017,31/03/2019,Contribution non remboursable,Affectation de fonds annuellement par l’entremise du budget des dépenses,2018-2019,"Futurpreneur Canada vient en aide aux jeunes entrepreneurs canadiens de 18 à 39 ans qui voient dans l'entrepreneuriat une option de carrière viable et qui veulent lancer leur propre entreprise, mais que des institutions financières traditionnelles ne financeraient probablement pas. Futurpreneur accorde des prêts pouvant atteindre 15 000 $ et deux années de mentorat obligatoire. Le Programme offre également de l'aide pour la préparation du plan d'affaires.","Les résultats attendus et obtenus du financement de Futurpreneur Canada sont la création d'entreprises viables par de jeunes entrepreneurs, ce qui cadre avec les responsabilités fondamentales d'Innovation, Sciences et Développement économique Canada de veiller à ce que les entrepreneurs canadiens représentent tous les segments de la société canadienne.

Futurpreneur Canada recueillera les indicateurs de rendement suivants :

nombre de prêts;
valeur totale de tous les prêts;
nombre et valeur des prêts en arrérage; 
nombre et valeur des prêts radiés;
nombre d'emplois créés;
nombre de demandes reçues par Futurpreneur Canada;
nombre de jeunes entrepreneurs ayant recours au mentorat;
taux de survie après 5 ans des entreprises de Futurpreneur Canada;
nombre et pourcentage de jeunes entrepreneurs qui ont obtenu de l'information et/ou des services de soutien ai sujet de la croissance;
nombre et pourcentage des entreprises de Futurpreneur Canada qui se livrent à l'exportation.",Sans objet,Sans objet,2018-2019,Jeunes entrepreneurs canadiens de 18 à 39 ans,"Pour intéresser des demandeurs aux programmes de prêts et de mentorat de Futurpreneur, ce dernier possède un site Web, un blogue, un cyberbulletin, un groupe LinkedIn (Entrepeer Hub) et un numéro de téléphone sans frais. Futurpreneur est actif sur Facebook, Twitter, YouTube et Pinterest.

Futurpreneur organise des activités pour les jeunes entrepreneurs (p. ex., Sommet canadien Action entrepreneurship et des rencontres de mentorat) et il coordonne les activités de la Semaine mondiale de l'entrepreneuriat partout au Canada.

Futurpreneur s'associe avec diverses organisations et divers établissements, dont des accélérateurs, des universités, des organisations d'entrepreneuriat et de petites entreprises. Les partenaires de Futurpreneur comprennent MaRS, la BDC, la FCEI, Enactus, StartUp Canada, Communitech et la National Angel Capital Association. Futurpreneur obtient un soutien financier et non financier de RBC, de la CIBC, de la TD, de la Banque Scotia, d'Accenture, de Deloitte, Ernst and Young, de Microsoft, de ClearChannel, du National Post, des universités et des écoles de commerce, de la FedDev, de l'APÉCA, de CanNor et du CNRC-PARI et il entretient ses liens avec ces diverses organisations.",
130,Genome Canada,Genome Canada,27/03/2000,31/03/2024,Subvention et contribution,"Subvention statuaire, Contribution statuaire, Crédit annuel au moyen du Budget des dépenses",2012-2013,"Génome Canada est une société sans but lucratif qui appuie six centres de génomique régionaux constitués en personnes morales indépendantes au Canada. Génome Canada investit, de concert avec les centres de génomique et d'autres partenaires, dans des projets de recherche à grande échelle, des plateformes technologiques de pointe et la transformation de la recherche en des applications dans des secteurs prioritaires comme la santé, l'agriculture, l'environnement, la pêche, l'aquaculture, la foresterie, les mines et l'énergie. Génome Canada appuie également des projets de recherche qui visent l'étude et l'analyse des enjeux éthiques, environnementaux, économiques, légaux et sociaux liés à la génomique (GE3LS).","Augmentation de la portée et de l'étendue des connaissances en génomique, y compris des connaissances relatives aux enjeux éthiques, environnementaux, économiques, légaux et sociaux de la génomique

Base canadienne solide de chercheurs formés pour réaliser les recherches à venir en génomique

Création d'avantages sociaux et économique grâce à l'application des découvertes des recherches dans les secteurs public et privé, que ce soit directement ou par l'entremise du développement, par exemple, en vue de la commercialisation

Recherche canadienne en génomique rendue possible grâce à l'offre de technologies de pointe dans les domaines de la génomique, de la protéomique, de la métabolomique et de la bio-informatique

Rehaussement du profil international du Canada et de sa visibilité dans le domaine de la recherche en génomique",2014-2015,"Le Budget de 2016 a prévu de verser 237,2 millions de dollars à Génome Canada jusqu'à la fin de 2019–2020.

En règle générale, les constatations de l'évaluation ont été positives en ce qui concerne l'atteinte des résultats attendus de Génome Canada pendant la période quinquennale de 2009-2010 à 2013-2014.

Les constatations ont montré que Génome Canada avait de toute évidence contribué à améliorer le soutien et la capacité de la recherche en génomique au Canada, conformément à sa stratégie nationale, plus précisément en se concentrant sur des secteurs stratégiques prioritaires et en intensifiant la coordination, de même qu'en formant du personnel hautement qualifié en génomique.",2019-2020,Génome Canada est un programme de paiements de transfert à des bénéficiaires uniques.,ISDE entretient un dialogue constant avec Génome Canada et examine le Plan directeur et le rapport annuel que cet organisme présente annuellement pour suivre les progrès réalisés vers l'atteinte des résultats attendus et le respect des conditions et des modalités des ententes de financement. Des représentants du gouvernement participent aussi aux réunions du conseil d'administration de Génome Canada à titre d'observateurs.,
130,Innovative Solutions Canada,Solution innovatrices Canada,,31/03/2022,Subvention,Affectation de fonds annuellement par l’entremise du budget des dépenses,,,"Les objectifs du programme sont les suivants :

stimuler le développement et l'adoption de l'innovation technologique au Canada;
faire croître les sociétés canadiennes au moyen de financement direct versé pour soutenir la recherche-développement (R-D) précommerciale à un stade précoce et les prototypes à un stade avancé et en accélérer la commercialisation;
encourager l'approvisionnement auprès d'entreprises dirigées par des groupes sous-représentés comme les femmes, les Autochtones, les jeunes, les personnes handicapées, les personnes LGBTQ+, etc.;
favoriser des collaborations plus importantes entre l'industrie et la recherche par le lancement de défis à résoudre par des solutions qui tiennent compte des principales priorités économiques, sociales et environnementales;
fournir aux ministères et organismes fédéraux des occasions de développer de nouvelles capacités pour répondre à leurs besoins de recherche et développement et ainsi faire avancer les priorités du gouvernement.",Sans objet,,2020-2021,"Le Programme est offerts aux petites entreprises qui :

sont à but lucratif;
sont constituées au Canada (fédéral et provincial);
comptent au plus 499 employés équivalents temps plein (ETP);
mènent des activités de recherche-développement au Canada;
versent présentement au moins 50 % de leurs salaires, rémunérations et honoraires annuels à des employés et à des entrepreneurs qui passent la majeure partie de leurs heures de travail au Canada;
comptent au moins 50 % de leurs employés ETP dont le lieu de travail habituel est au Canada;
comptent au moins 50 % de leurs cadres supérieurs (vice-président ou niveaux supérieurs) dont la résidence principale est au Canada.",,
130,Mitacs Inc.,Mitacs Inc.,01/04/2012,31/03/2022,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2012-2013,"Mitacs Inc. (Mitacs) est une société sans but lucratif vouée à la promotion de la recherche et de l'innovation de haute qualité grâce à l'établissement de liens entre le milieu universitaire et l'industrie, et au renforcement des liens entre les chercheurs et étudiants au Canada et à l'étranger dans toutes les disciplines universitaires. Grâce à son programme Accélération, Mitacs offre aux étudiants diplômés et aux stagiaires postdoctoraux l'occasion de mettre en pratique leur expertise pour relever des défis de recherche en entreprise grâce à des stages de quatre à six mois en entreprise. Dans le cadre de son programme Globalink, Mitacs offre des stages de recherche à court terme au Canada à des étudiants étrangers avancés de premier cycle et/ou à des étudiants diplômés des pays prioritaires, des stages de recherche à court terme dans les pays prioritaires aux étudiants canadiens avancés de premier cycle et/ou aux étudiants de cycle supérieur et des bourses d'études supérieures aux meilleurs anciens étudiants internationaux ayant fait des stages de recherche et poursuivant des études supérieures au Canada. Par son programme Élévation, Mitacs offre aux chercheurs postdoctoraux une expérience et une formation en recherche dans un secteur d'activité pertinent, qui les aide à acquérir les compétences nécessaires pour diriger et gérer des projets de recherche-développement dans ce secteur.","Accroissement de la collaboration et du transfert de connaissances entre le milieu universitaire et l'industrie
Participation accrue d'étudiants à des occasions de recherche et d'études à l'étranger
Solutions innovantes pour faire face aux défis, aux besoins et aux problèmes de l'industrie
Compétences accrues chez les stagiaires, les boursiers de niveau postdoctoral et les chercheurs",2016-2017,"Le Budget de 2017 a prévu le renouvellement et le rehaussement du financement de Mitacs qui est porté à 221 millions de dollars sur cinq ans.

En règle générale, l'évaluation a été positive. Les évaluateurs ont indiqué que le programme a contribué à des investissements dans la recherche et développement industrielle des partenaires industriels pendant et après la fin des projets de Mitacs et que l'organisme a amélioré les perspectives d'emploi de ses stagiaires en leur offrant une expérience de travail pratique et des occasions de réseautage. Les évaluateurs ont également conclu que Mitacs répond au besoin continu d'accroître l'innovation au Canada en utilisant les stages pour faciliter les liens entre les universités et l'industrie et augmenter la collaboration internationale. Il faudrait aussi améliorer la mesure de l'impact de l'organisation sur la collaboration entre l'industrie et les universités au Canada.",2021-2022,Mitacs Inc. est un programme de paiements de transfert à des bénéficiaires uniques.,ISDE entretient un dialogue constant avec Mitacs et examine le Plan directeur et le rapport annuel que l'organisation présente annuellement pour suivre les progrès réalisés vers l'atteinte des résultats attendus et le respect des conditions et des modalités des ententes de financement. Un représentant d'ISDE participe aussi aux réunions du conseil d'administration de Mitacs à titre d'observateur.,
130,Stem Cell Network,Réseau de cellules souches,22/07/2016,31/03/2019,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2016-2017,"Le Réseau de cellules souches (RSC) est une société sans but lucratif nationale qui vise à favoriser la concrétisation de la recherche sur les cellules souches en applications cliniques, en produits commerciaux et en politiques publiques. Il a été créé en 2001 et fait partie des Réseaux des centres d'excellence (RCE). Le RSC lie entre eux 27 universités et hôpitaux canadiens, de même que des collaborateurs internationaux de 39 établissements dans huit pays. La contribution versée au RCS n'est pas remboursable.","Amélioration du profil international du Canada et de sa visibilité dans les domaines de la recherche sur les cellules souches et les essais cliniques
Concrétisation de la recherche sur les cellules souches en applications cliniques et en produits commerciaux
Augmentation du réseautage et de la collaboration entre les chercheurs canadiens et étrangers
Renforcement de la base de chercheurs formés pour mener la recherche future sur les cellules souches
Élargissement et approfondissement des connaissances liées aux aspects éthiques, environnementaux, économiques, juridiques et sociaux des cellules souches","Sans objet, nouveau programme","Sans objet, nouveau programme",Sans objet,Le RCS est un programme de paiements de transfert à des bénéficiaires uniques.,ISDE entretient un dialogue constant avec le Réseau des cellules souches et examine le Plan directeur et le rapport annuel que ce dernier présente annuellement pour suivre les progrès réalisés vers l'atteinte des résultats attendus et le respect des conditions et des modalités de l'accord de contribution.,
130,Strategic Aerospace and Defence Initiative,Initiative stratégique pour l'aérospatiale et la défense,02/04/2007,31 mars 2023; fusionné au FSI le 5 juillet 2017,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2016-2017,"L'Initiative stratégique pour l'aérospatiale et la défense (ISAD) encourage la mise au point de produits et services novateurs; renforce la compétitivité des entreprises canadiennes de l'aérospatiale et de la défense; et favorise la collaboration entre les établissements de recherche, les universités, les collèges et le secteur privé. L'ISAD fait partie de la stratégie des sciences et de la technologie du gouvernement, qui vise à accroître les investissements du secteur privé en recherche-développement au Canada. Elle sert de catalyseur pour les nouveaux investissements dans le secteur de l'aérospatiale et de la défense en fournissant des contributions remboursables aux sociétés canadiennes du secteur pour appuyer la recherche industrielle stratégique et les projets de développement préconcurrentiel.","Produits, services et procédés nouveaux et novateurs vendus par les entreprises canadiennes
Investissements dans la R et D d'avant-garde dans le secteur canadien de l'aérospatiale et de la défense
Collaboration du secteur privé et des universités, des collèges et des instituts de recherche affiliés",2016-2017,Continuation,Sans objet,"Entreprises privées dans les secteurs de l'aérospatiale, de la défense, de l'espace et de la sécurité",ISDE maintient des engagements approfondis avec les secteurs d'activité et les entreprises et leur offre des possibilités de rétroaction. Le FSI est offert aux projets de qualité supérieure de tous les secteurs d'activité.,
130,Strategic Innovation Fund,Fonds stratégique pour l'innovation,05/07/2017,Programme permanent,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2017-2018,"Le Fonds stratégique pour l'innovation (FSI) est un programme de 1,26 milliard de dollars qui attirera et soutiendra les investissements de qualité supérieure des entreprises dans les secteurs les plus dynamiques et les plus novateurs du Canada. Ce nouveau fonds aidera les entreprises novatrices à prendre de l'expansion, tout en appuyant la R et D, la démonstration de technologies et les secteurs à forte croissance.","Les objectifs à court terme sont d’appuyer divers projets et entreprises de haute qualité par les moyens suivants : intéresser et faire croître les sociétés novatrices au Canada; favoriser les investissements dans la R et D, l’expansion des entreprises et les démonstrations de technologies au Canada; promouvoir la collaboration entre l’industrie et les universités au Canada.","Sans objet, nouveau programme",Sans objet,2022-2023,Programme à vocation industrielle (entreprises privées de tous les secteurs d'activité),ISDE maintient des engagements approfondis avec les secteurs d'activité et les entreprises et leur offre des possibilités de rétroaction. Le FSI est offert aux projets de qualité supérieure de tous les secteurs d'activité.,
130,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,,,,,,,,,,,,,
130,Sustainable Development Technology Canada (SDTC) – SD Tech Fund,Technologies du développement durable du Canada (TDDC) – Le Fonds de technologies du DD,26/03/2001,Programme permanent,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2016-2017,"TDDC appuie l'élaboration et la démonstration des solutions technologiques novatrices canadiennes qui s'attaquent au problème des changements climatiques, de la propreté de l'air, de l'eau et du sol. Ce programme de transferts de paiement verse des contributions non remboursables.","Réductions annuelles des gaz à effet de serre grâce aux technologies environnementales financées en vertu du Fonds de technologies du MD
Autres impacts environnementaux des technologies financées par le Fonds de technologies du DDMD
Sommes investies par des bailleurs de fonds privés et d'autres bailleurs de fonds publics",2012-2013,"À la suite de la dernière évaluation, les Budgets de 2013, de 2016 et de 2017 ont respectivement prévu 325 millions de dollars, 50 millions de dollars et 400 millions de dollars pour  TDDC – Le Fonds de technologies du DDMD.

Dans l'ensemble, la dernière évaluation a constaté que TDDC répond au mandat établi et atteint les objectifs décrits pour le Fonds de technologies du DDMD.

De plus, les auteurs du Rapport 3 (Le financement des technologies de l'énergie propre) des Rapports de la commissaire à l'environnement et au développement durable au Parlement du Canada à l'automne 2017 ont constaté que TDDC appliquait des processus rigoureux et objectifs pour évaluer, approuver et surveiller les projets, mais ils ont décrit certaines lacunes dans la documentation des évaluations. TDDC a indiqué qu'il acceptait la recommandation contenue dans le Rapport et qu'il documentera son évaluation des avantages environnementaux lorsqu'il approuvera des projets.",2017-2018,Le Fonds de technologies du DDMD vient en aide aux entreprises qui ont des projets de technologie de développement durable et qui cherchent de l'aide financière pour porter leur technologie vers la commercialisation. Le Fonds vise tous les secteurs économiques importants au Canada et il est d'envergure nationale.,"TDDC mène des activités de sensibilisation pour attirer plus de bénéficiaires admissibles et améliorer la qualité et la viabilité des propositions de projet. TDDC adopte un modèle de réception continue des demandes, 365 jours sur 365, 24 heures sur 24. TDDC a également créé des partenariats avec des provinces intéressées, par exemple l'Alberta, l'Ontario et la Colombie-Britannique.",
130,Sustainable Development Technology Canada (SDTC) for the NextGen Biofuels Fund,Techonolgies du développement durable Canada (TDDC) pour le Fonds de biocarburants ProGen,01/04/2007,Derniers versements aux projets le 31 mars 2017.,Financement pluriannuel initial,,,"TDDC gère le Fonds de biocarburants ProGenMD (FBPG), conçu pour fournir des contributions à remboursement conditionnel pour des installations de démonstration à grande échelle, premières du genre, qui produiront des biocarburants de la prochaine génération. Le FBPG en est à sa dernière phase et n'accepte plus de demandes.",,,,,,,
